member_id,timestamp,day_of_week,hour_of_day,track_name,artist,album,language,genre,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,loudness,popularity
3,2025-11-01T08:47:03Z,Saturday,8,Blinding Lights,The Weeknd,After Hours,English,Pop,41065,True,False,False,False,trackdone,fwdbtn,0.865,0.79,0.699,169.95,0.041,0.053,0.0,-5.6,85
3,2025-11-01T21:35:31Z,Saturday,21,O Maahi,Arijit Singh,Dunki,Hindi,Bollywood,25819,True,True,True,False,trackdone,fwdbtn,0.521,0.468,0.387,88.23,0.591,0.028,0.0,-10.44,71
3,2025-11-01T22:43:58Z,Saturday,22,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,220587,False,True,False,False,fwdbtn,trackdone,0.59,0.466,0.463,84.31,0.383,0.047,0.003,-10.53,69
3,2025-11-02T23:05:33Z,Sunday,23,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,228680,False,True,False,False,trackdone,trackdone,0.599,0.509,0.596,102.15,0.437,0.029,0.001,-8.36,65
3,2025-11-04T21:31:06Z,Tuesday,21,Husn,Anuv Jain,Husn,Hindi,Indie,141344,True,True,False,False,trackdone,fwdbtn,0.446,0.334,0.363,78.3,0.728,0.034,0.0,-13.01,68
3,2025-11-05T12:37:40Z,Wednesday,12,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,222887,False,False,False,False,trackdone,trackdone,0.601,0.649,0.8,133.39,0.166,0.046,0.0,-8.76,73
3,2025-11-05T21:41:29Z,Wednesday,21,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,215385,False,True,False,False,trackdone,trackdone,0.687,0.662,0.768,108.1,0.186,0.051,0.0,-9.45,87
3,2025-11-06T17:59:07Z,Thursday,17,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,238964,False,False,False,True,trackdone,trackdone,0.689,0.714,0.761,106.4,0.207,0.046,0.0,-6.11,86
3,2025-11-06T22:41:58Z,Thursday,22,Perfect,Ed Sheeran,Divide,English,Pop,16600,True,True,False,False,appload,fwdbtn,0.647,0.501,0.656,93.19,0.498,0.061,0.008,-6.29,81
3,2025-11-08T08:11:26Z,Saturday,8,Husn,Anuv Jain,Husn,Hindi,Indie,167872,False,True,False,False,fwdbtn,trackdone,0.429,0.322,0.435,83.42,0.655,0.039,0.0,-11.48,77
3,2025-11-08T20:25:49Z,Saturday,20,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,149972,False,False,False,False,fwdbtn,trackdone,0.501,0.306,0.484,89.17,0.741,0.064,0.009,-11.1,81
3,2025-11-08T23:02:49Z,Saturday,23,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,122755,True,True,False,False,trackdone,fwdbtn,0.662,0.677,0.732,122.23,0.116,0.062,0.003,-5.69,79
3,2025-11-09T00:04:28Z,Sunday,0,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,214077,False,False,False,False,fwdbtn,endplay,0.635,0.598,0.688,90.61,0.437,0.021,0.0,-7.61,86
3,2025-11-09T20:46:47Z,Sunday,20,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,157116,False,True,False,False,trackdone,trackdone,0.603,0.503,0.531,93.27,0.461,0.035,0.0,-7.68,68
3,2025-11-10T13:28:33Z,Monday,13,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,64955,True,True,False,False,trackdone,fwdbtn,0.578,0.44,0.471,94.7,0.435,0.054,0.0,-8.47,73
3,2025-11-10T22:09:53Z,Monday,22,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,185215,False,True,False,False,appload,trackdone,0.657,0.646,0.762,98.36,0.137,0.05,0.003,-7.16,94
3,2025-11-10T23:42:15Z,Monday,23,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,162990,False,True,True,False,clickrow,trackdone,0.666,0.594,0.773,102.86,0.259,0.058,0.0,-5.47,85
3,2025-11-11T18:55:24Z,Tuesday,18,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,32881,True,False,False,False,clickrow,fwdbtn,0.631,0.668,0.727,93.11,0.363,0.032,0.0,-6.43,84
3,2025-11-11T21:52:24Z,Tuesday,21,Satranga,Arijit Singh,Animal,Hindi,Bollywood,227469,False,False,False,False,clickrow,trackdone,0.482,0.41,0.359,82.84,0.574,0.043,0.003,-10.28,71
3,2025-11-12T07:18:47Z,Wednesday,7,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,79542,True,True,False,False,trackdone,fwdbtn,0.579,0.47,0.615,105.95,0.453,0.049,0.0,-8.98,73
3,2025-11-13T21:46:25Z,Thursday,21,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,16129,True,False,False,False,trackdone,fwdbtn,0.436,0.404,0.476,82.99,0.67,0.031,0.004,-11.94,66
3,2025-11-13T22:49:31Z,Thursday,22,Husn,Anuv Jain,Husn,Hindi,Indie,231790,False,True,False,False,fwdbtn,trackdone,0.419,0.285,0.417,76.6,0.723,0.049,0.008,-11.01,79
3,2025-11-14T20:40:49Z,Friday,20,Heat Waves,Glass Animals,Dreamland,English,Indie,136367,True,True,False,False,clickrow,fwdbtn,0.755,0.718,0.55,79.87,0.093,0.061,0.002,-8.08,78
3,2025-11-15T17:35:15Z,Saturday,17,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,33419,True,True,False,False,trackdone,fwdbtn,0.656,0.74,0.782,115.76,0.209,0.038,0.003,-7.3,86
3,2025-11-15T20:20:15Z,Saturday,20,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,147514,True,False,False,False,trackdone,fwdbtn,0.725,0.543,0.816,104.3,0.188,0.055,0.0,-6.27,83
3,2025-11-15T21:54:33Z,Saturday,21,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,210893,False,False,False,False,trackdone,trackdone,0.507,0.509,0.637,89.15,0.489,0.041,0.004,-7.86,75
3,2025-11-16T21:21:52Z,Sunday,21,Husn,Anuv Jain,Husn,Hindi,Indie,13537,True,True,False,True,appload,fwdbtn,0.486,0.323,0.445,72.95,0.708,0.047,0.0,-11.75,69
3,2025-11-16T23:21:16Z,Sunday,23,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,103317,True,False,False,False,clickrow,fwdbtn,0.617,0.596,0.597,98.91,0.344,0.077,0.007,-6.41,73
3,2025-11-17T00:14:10Z,Monday,0,Ranjha,B Praak,Shershaah,Hindi,Bollywood,55109,True,False,False,False,clickrow,fwdbtn,0.522,0.457,0.295,85.17,0.633,0.035,0.0,-7.63,61
3,2025-11-17T20:07:16Z,Monday,20,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,183877,False,True,False,False,trackdone,trackdone,0.676,0.469,0.698,100.29,0.416,0.052,0.001,-8.78,77
3,2025-11-18T21:32:12Z,Tuesday,21,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,149738,False,True,False,False,trackdone,trackdone,0.662,0.444,0.49,79.21,0.463,0.038,0.0,-10.21,72
3,2025-11-19T01:47:46Z,Wednesday,1,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,208966,False,True,False,False,clickrow,trackdone,0.64,0.43,0.534,95.02,0.454,0.084,0.0,-9.21,80
3,2025-11-19T07:06:32Z,Wednesday,7,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,182902,False,False,False,False,trackdone,trackdone,0.713,0.65,0.723,119.48,0.164,0.117,0.004,-7.41,80
3,2025-11-19T17:08:21Z,Wednesday,17,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,218229,False,False,True,True,clickrow,trackdone,0.638,0.73,0.791,131.11,0.099,0.056,0.0,-7.17,75
3,2025-11-19T22:37:32Z,Wednesday,22,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,165841,False,True,False,False,trackdone,trackdone,0.733,0.655,0.642,116.57,0.13,0.089,0.0,-5.86,75
3,2025-11-20T13:45:50Z,Thursday,13,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,33604,True,True,False,False,appload,fwdbtn,0.543,0.492,0.461,96.31,0.413,0.023,0.0,-10.27,68
3,2025-11-20T20:21:22Z,Thursday,20,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,54022,True,True,True,False,trackdone,fwdbtn,0.715,0.725,0.765,114.72,0.098,0.074,0.004,-7.3,64
3,2025-11-21T07:00:22Z,Friday,7,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,97700,True,False,False,True,trackdone,fwdbtn,0.551,0.483,0.574,92.01,0.441,0.042,0.004,-7.85,68
3,2025-11-22T01:45:12Z,Saturday,1,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,159718,False,True,False,False,appload,trackdone,0.581,0.565,0.689,96.66,0.363,0.032,0.002,-10.24,82
3,2025-11-22T18:37:38Z,Saturday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,239686,False,False,False,True,fwdbtn,trackdone,0.674,0.545,0.652,92.96,0.344,0.052,0.001,-9.37,81
3,2025-11-22T22:36:37Z,Saturday,22,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,262903,False,True,False,False,clickrow,trackdone,0.608,0.484,0.593,89.15,0.402,0.078,0.0,-10.63,78
3,2025-11-22T23:32:40Z,Saturday,23,lovely,Billie Eilish,lovely,English,Pop,214712,False,True,False,False,trackdone,trackdone,0.425,0.364,0.149,107.51,0.64,0.051,0.0,-11.17,83
3,2025-11-23T01:51:50Z,Sunday,1,Satranga,Arijit Singh,Animal,Hindi,Bollywood,183641,False,False,False,False,fwdbtn,endplay,0.511,0.427,0.379,83.6,0.556,0.024,0.0,-11.29,77
3,2025-11-24T17:23:35Z,Monday,17,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,192474,False,False,False,False,trackdone,trackdone,0.625,0.451,0.498,96.58,0.357,0.039,0.004,-9.46,69
3,2025-11-24T22:16:02Z,Monday,22,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,110657,True,True,False,False,trackdone,fwdbtn,0.756,0.781,0.597,118.94,0.158,0.117,0.004,-5.41,73
3,2025-11-25T21:54:58Z,Tuesday,21,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,191240,False,True,False,False,appload,trackdone,0.612,0.671,0.844,128.23,0.176,0.065,0.0,-5.35,71
3,2025-11-27T21:05:20Z,Thursday,21,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,244270,False,True,False,False,clickrow,trackdone,0.7,0.678,0.815,111.32,0.223,0.018,0.0,-8.75,79
3,2025-11-29T09:55:35Z,Saturday,9,Ranjha,B Praak,Shershaah,Hindi,Bollywood,35229,True,True,False,False,trackdone,fwdbtn,0.415,0.424,0.421,86.3,0.575,0.036,0.005,-9.76,78
3,2025-11-29T13:17:40Z,Saturday,13,Brown Munde,AP Dhillon,Brown Munde,Hindi,Punjabi,47826,True,False,False,False,clickrow,fwdbtn,0.826,0.739,0.622,120.42,0.064,0.115,0.004,-4.06,87
3,2025-12-01T18:38:25Z,Monday,18,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,153180,False,True,False,False,trackdone,trackdone,0.644,0.709,0.824,127.63,0.19,0.034,0.0,-6.52,78
3,2025-12-01T18:46:38Z,Monday,18,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,185193,False,True,False,False,fwdbtn,trackdone,0.717,0.664,0.636,118.08,0.151,0.082,0.005,-3.93,65
3,2025-12-01T21:51:42Z,Monday,21,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,262949,False,True,False,False,trackdone,trackdone,0.75,0.655,0.648,126.23,0.181,0.122,0.004,-5.94,74
3,2025-12-01T22:07:55Z,Monday,22,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,225949,False,False,True,False,trackdone,trackdone,0.582,0.521,0.693,96.89,0.358,0.022,0.0,-7.89,59
3,2025-12-01T23:23:08Z,Monday,23,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,175625,True,False,False,False,trackdone,fwdbtn,0.64,0.509,0.635,93.19,0.349,0.033,0.0,-8.27,69
3,2025-12-03T22:53:50Z,Wednesday,22,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,99655,True,False,False,False,clickrow,fwdbtn,0.537,0.499,0.551,88.85,0.303,0.035,0.0,-8.26,72
3,2025-12-04T08:13:19Z,Thursday,8,Perfect,Ed Sheeran,Divide,English,Pop,89237,True,False,False,False,appload,fwdbtn,0.593,0.509,0.73,86.97,0.393,0.029,0.0,-6.49,90
3,2025-12-04T18:59:48Z,Thursday,18,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,23676,True,False,False,False,trackdone,fwdbtn,0.442,0.437,0.277,72.64,0.641,0.053,0.003,-12.83,77
3,2025-12-04T20:17:42Z,Thursday,20,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,191424,False,True,False,False,trackdone,trackdone,0.579,0.479,0.556,96.85,0.41,0.05,0.0,-8.44,78
3,2025-12-04T20:38:37Z,Thursday,20,Satranga,Arijit Singh,Animal,Hindi,Bollywood,240418,False,False,False,False,fwdbtn,trackdone,0.484,0.426,0.35,86.83,0.503,0.04,0.0,-9.9,77
3,2025-12-05T22:20:55Z,Friday,22,Sunflower,Post Malone,Hollywoods Bleeding,English,Hip-Hop,152556,False,True,False,False,trackdone,trackdone,0.789,0.641,0.702,90.17,0.193,0.068,0.003,-7.86,85
3,2025-12-06T20:34:07Z,Saturday,20,Night Changes,One Direction,FOUR,English,Pop,193370,False,True,False,False,trackdone,trackdone,0.624,0.454,0.503,119.25,0.226,0.045,0.011,-6.52,83
3,2025-12-07T00:24:06Z,Sunday,0,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,214440,False,True,False,False,trackdone,trackdone,0.757,0.744,0.539,114.32,0.145,0.129,0.0,-5.95,74
3,2025-12-08T12:12:16Z,Monday,12,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,136599,False,False,False,False,fwdbtn,trackdone,0.582,0.438,0.526,82.49,0.478,0.042,0.006,-9.17,78
3,2025-12-09T08:46:25Z,Tuesday,8,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,224833,False,True,False,False,trackdone,trackdone,0.539,0.497,0.624,91.38,0.34,0.047,0.0,-8.87,64
3,2025-12-09T22:20:28Z,Tuesday,22,Husn,Anuv Jain,Husn,Hindi,Indie,98480,True,False,False,False,trackdone,fwdbtn,0.412,0.401,0.394,73.12,0.676,0.038,0.0,-12.94,73
3,2025-12-10T07:33:05Z,Wednesday,7,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,190758,False,False,False,False,clickrow,trackdone,0.726,0.683,0.535,125.21,0.202,0.112,0.0,-6.74,84
3,2025-12-10T12:57:12Z,Wednesday,12,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,160691,False,False,False,False,trackdone,trackdone,0.637,0.446,0.552,82.11,0.455,0.05,0.004,-8.66,75
3,2025-12-10T22:19:05Z,Wednesday,22,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,209707,False,False,True,False,trackdone,endplay,0.42,0.309,0.243,74.26,0.762,0.038,0.001,-11.58,74
3,2025-12-10T22:55:39Z,Wednesday,22,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,162404,False,False,False,False,trackdone,trackdone,0.611,0.765,0.788,129.24,0.117,0.026,0.0,-8.75,72
3,2025-12-12T01:38:47Z,Friday,1,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,174178,False,True,False,False,trackdone,endplay,0.784,0.685,0.699,124.91,0.084,0.083,0.0,-6.28,75
3,2025-12-12T08:40:34Z,Friday,8,Perfect,Ed Sheeran,Divide,English,Pop,139367,True,False,False,False,appload,fwdbtn,0.629,0.48,0.643,99.21,0.434,0.027,0.0,-5.98,85
3,2025-12-12T13:13:03Z,Friday,13,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,177118,False,False,False,False,trackdone,trackdone,0.666,0.449,0.797,96.0,0.353,0.033,0.0,-9.44,77
3,2025-12-12T18:02:31Z,Friday,18,Heat Waves,Glass Animals,Dreamland,English,Indie,26842,True,False,False,False,fwdbtn,fwdbtn,0.788,0.635,0.551,76.73,0.146,0.056,0.007,-6.53,90
3,2025-12-12T22:22:40Z,Friday,22,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,62791,True,False,False,False,trackdone,fwdbtn,0.714,0.631,0.748,103.83,0.235,0.016,0.0,-4.29,89
3,2025-12-12T22:58:21Z,Friday,22,Brown Munde,AP Dhillon,Brown Munde,Hindi,Punjabi,175744,False,True,False,False,trackdone,endplay,0.828,0.701,0.702,116.02,0.035,0.096,0.0,-6.79,80
3,2025-12-13T12:26:45Z,Saturday,12,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,143477,False,True,False,False,trackdone,trackdone,0.745,0.606,0.795,103.99,0.383,0.025,0.0,-6.83,86
3,2025-12-14T18:15:06Z,Sunday,18,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,97087,True,True,False,False,backbtn,fwdbtn,0.762,0.712,0.599,123.77,0.146,0.087,0.001,-6.15,68
3,2025-12-14T21:42:59Z,Sunday,21,Maan Meri Jaan,King,Champagne Talk,Hindi,Hindi Pop,54948,True,True,False,False,fwdbtn,fwdbtn,0.76,0.687,0.669,113.75,0.265,0.078,0.0,-7.89,77
