member_id,timestamp,day_of_week,hour_of_day,track_name,artist,album,language,genre,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,loudness,popularity
2,2025-11-01T17:44:11Z,Saturday,17,Heat Waves,Glass Animals,Dreamland,English,Indie,64378,True,True,False,False,clickrow,fwdbtn,0.756,0.596,0.489,71.08,0.2,0.079,0.009,-7.7,80
2,2025-11-01T20:44:29Z,Saturday,20,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,154768,False,True,False,True,appload,trackdone,0.677,0.574,0.733,96.83,0.344,0.029,0.0,-8.17,90
2,2025-11-01T21:35:26Z,Saturday,21,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,191254,False,False,False,True,appload,trackdone,0.574,0.511,0.689,102.08,0.346,0.025,0.0,-7.94,71
2,2025-11-01T22:58:43Z,Saturday,22,Brown Munde,AP Dhillon,Brown Munde,Hindi,Punjabi,150571,False,True,False,False,fwdbtn,endplay,0.831,0.758,0.706,129.06,0.066,0.092,0.002,-7.11,94
2,2025-11-01T23:20:26Z,Saturday,23,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,264034,False,True,False,False,clickrow,trackdone,0.647,0.574,0.681,89.04,0.378,0.039,0.0,-10.13,83
2,2025-11-02T00:24:25Z,Sunday,0,Sunflower,Post Malone,Hollywoods Bleeding,English,Hip-Hop,72018,True,True,False,False,trackdone,fwdbtn,0.764,0.608,0.669,91.35,0.208,0.064,0.001,-6.15,76
2,2025-11-02T07:40:29Z,Sunday,7,Ranjha,B Praak,Shershaah,Hindi,Bollywood,271488,False,True,False,False,clickrow,trackdone,0.506,0.513,0.322,89.38,0.538,0.074,0.0,-10.88,71
2,2025-11-02T17:30:48Z,Sunday,17,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,49546,True,False,True,False,clickrow,fwdbtn,0.547,0.511,0.506,87.06,0.38,0.055,0.006,-8.93,81
2,2025-11-02T18:18:32Z,Sunday,18,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,274722,False,True,False,False,trackdone,trackdone,0.742,0.662,0.806,119.26,0.188,0.082,0.0,-6.36,75
2,2025-11-02T23:18:50Z,Sunday,23,Ranjha,B Praak,Shershaah,Hindi,Bollywood,85460,True,True,False,False,trackdone,fwdbtn,0.55,0.545,0.293,80.5,0.525,0.038,0.0,-11.89,75
